Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month)
0,0,PFG,0,0,0,0,17840000000.0,16020000000.0,7.82,9.97,1.06,1.27,1.39,1.14,6.14,16.39,17.11,0.63,19.86,14090000000.0,48.78,-7.9,6270000000.0,2610000000.0,2310000000.0,7.88,164.7,4980000000.0,17.2,3270000000.0,25.14,2.83,44.46,4190000000.0000005,1960000000.0,1.29,66.38,67.15,1370000.0,289660000.0,288130000.0,0.69,73.35,3800000.0,3.12,1.49,3320000.0
0,0,TIBX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,AVY,0,0,0,0,10070000000.0,11530000000.0,36.59,17.87,1.6,1.52,9.63,1.74,13.08,4.26,11.07,9.6,28.58,6610000000.0,74.9,11.9,1810000000.0,881300000.0,281800000.0,3.13,,246700000.0,2.81,1580000000.0,151.18,1.13,11.89,650100000.0,419560000.0,1.36,117.82,108.43,87930000.0,87930000.0,87270000.0,0.68,89.54,1590000.0,2.29,2.02,1900000.0
0,0,EOG,0,0,0,0,58450000000.0,63780000000.0,22.65,21.77,0.29,5.21,3.57,5.69,12.05,23.04,12.54,2.96,17.07,11210000000.0,19.51,41.3,9270000000.0,5290000000.0,2580000000.0,4.46,,834230000.0,1.45,6390000000.0,39.22,1.2,28.3,4269999999.9999995,329850000.0,1.28,109.3,101.33,3030000.0,578640000.0,572750000.0,0.48,87.77,9820000.0,3.46,1.71,8630000.0
0,0,TSO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SWY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,EL,0,0,0,0,52470000000.0,52240000000.0,49.71,29.12,2.38,4.11,11.5,4.09,19.29,8.43,17.28,11.58,25.84,12770000000.0,34.7,16.7,9390000000.0,2710000000.0,1080000000.0,2.87,-71.3,2500000000.0,6.8,3790000000.0,82.52,1.76,12.4,2430000000.0,1760000000.0,0.42,136.98,122.25,1710000.0,224560000.0,222210000.0,1.1,91.47,5870000.0,2.87,2.98,5140000.0
0,0,SPG,0,0,0,0,56440000000.0,71360000000.0,25.26,22.14,2.75,10.19,13.46,12.88,17.38,35.17,50.6,5.53,47.13,5540000000.0,17.78,-0.0,4560000000.0,4110000000.0000005,1940000000.0,6.24,44.7,1480000000.0,4.76,24630000000.0,556.13,0.59,11.71,3590000000.0,1810000000.0,0.74,158.78,161.08,1890000.0,311160000.0,309060000.0,0.48,96.89,16570000.0,8.69,6.24,14930000.0
0,0,APA,0,0,0,0,13490000000.0,19890000000.0,10.37,24.73,0.32,2.33,1.82,3.43,5.9,22.51,12.35,2.01,18.25,5790000000.0,15.2,10.8,4310000000.0,3370000000.0,1300000000.0,3.41,,1670000000.0,4.37,8480000000.0,96.51,1.45,19.47,2430000000.0,203500000.0,1.9,40.9,41.89,4450000.0,381450000.0,380500000.0,0.18,98.78,25900000.0,7.24,6.82,26960000.0
0,0,ANF,0,0,0,0,1450000000.0,1310000000.0,,43.57,4.84,0.44,1.25,0.39,6.23,-0.55,0.45,0.4,-1.25,3340000000.0,48.88,4.5,2029999999.9999998,209840000.0,-18320000.0,-0.27,27.8,459290000.0,6.74,311990000.0,26.66,2.08,17.04,192240000.0,86520000.0,0.66,20.93,16.36,2360000.0,68100000.0,67590000.0,0.75,107.01,0.05,0.05,0.0,0.8
0,0,DAL,0,0,0,0,37920000000.0,44850000000.0,10.88,7.45,0.7,0.92,2.74,1.09,5.68,8.67,14.2,7.0,27.31,41240000000.0,57.28,8.3,23890000000.0,7900000000.0,3580000000.0,4.95,-8.0,2640000000.0,3.74,9900000000.0,71.18,0.42,19.65,5150000000.0,2450000000.0,0.99,54.79,52.13,8480000.0,704310000.0,649460000.0,48.59,0.0,9200000.0,1.56,1.25,11080000.0
0,0,SNA,0,0,0,0,9020000000.0,9800000000.0,16.7,12.66,0.9,2.25,3.05,2.45,9.74,13.94,23.19,11.63,20.41,4000000000.0,69.69,9.4,2040000000.0,1010000000.0,557700000.0,9.52,-11.5,91800000.0,1.62,1200000000.0,40.5,1.78,52.11,608500000.0,536490000.0,0.9,167.27,160.94,56720000.0,56720000.0,56100000.0,1.11,103.26,,0.0,0.0,3.28
0,0,FAST,0,0,0,0,16239999999.999998,15770000000.0,28.12,20.76,1.5,3.7,7.75,3.59,15.64,13.18,20.06,19.73,28.71,4390000000.0,15.23,14.8,2160000000.0,1010000000.0,578600000.0,2.01,32.8,116900000.0,0.41,415000000.0,19.79,5.51,7.29,585200000.0,429610000.0,0.91,54.51,49.71,2590000.0,287650000.0,286540000.0,0.27,86.69,26330000.0,12.27,10.17,24760000.0
0,0,NE,0,0,0,0,1030000000.0,4410000000.0,,-2.4,-0.01,0.85,0.19,3.65,8.47,-42.79,-2.26,-0.15,-7.93,1210000000.0,4.93,-19.9,577990000.0,520659999.99999994,-515020000.0,-2.11,,662830000.0,2.69,4050000000.0,67.99,1.75,21.54,453940000.0,366900000.0,2.67,4.49,4.21,7530000.0,246780000.0,227630000.0,1.27,92.66,37980000.0,5.61,15.7,47440000.0
0,0,CHK,0,0,0,0,2780000000.0,13430000000.0,,3.89,0.8,0.3,,1.43,6.04,10.09,13.06,6.04,,9410000000.0,10.38,24.6,2870000000.0,2220000000.0,813000000.0,-33.88,,5000000.0,0.01,9970000000.0,,0.65,-2.43,745000000.0,-2140000000.0000002,2.68,3.31,3.77,35920000.0,893820000.0,880970000.0,0.91,64.16,167390000.0,6.3,18.58,171720000.0
0,0,LNC,0,0,0,0,16550000000.0,19310000000.0,8.23,8.13,0.72,1.16,0.95,1.36,8.27,14.58,16.35,0.54,13.08,14260000000.0,64.18,12.8,4920000000.0,2340000000.0,2080000000.0,9.22,328.9,3250000000.0,14.88,6010000000.0,34.67,2.81,79.43,788000000.0,1630000000.0,2.01,79.53,75.57,1430000.0,218260000.0,217180000.0,0.45,84.39,,0.0,0.0,1.32
0,0,DFS,0,0,0,0,27250000000.0,39700000000.0,14.17,8.97,0.85,3.72,2.66,5.43,,28.68,49.55,2.18,18.9,7320000000.0,19.56,8.7,,,2029999999.9999998,5.42,-31.3,13310000000.0,37.52,26330000000.0,241.73,1.41,28.86,5210000000.0,,1.33,78.11,69.96,2280000.0,354760000.0,351620000.0,14.3,0.0,4620000.0,1.95,1.21,4680000.0
0,0,ZNGA,0,0,0,0,3090000000.0,2320000000.0,118.33,19.72,0.86,3.59,1.88,2.69,32.99,3.09,4.63,1.28,1.65,861390000.0,0.99,22.4,602420000.0,70200000.0,26640000.0,0.03,,681380000.0,0.78,,,2.94,1.89,94580000.0,114590000.0,0.41,3.59,3.79,12230000.0,784150000.0,767980000.0,2.05,82.2,18240000.0,1.7,2.36,20140000.0
0,0,AEO,0,0,0,0,3630000000.0,3160000000.0,22.46,15.17,-9.71,0.99,3.12,0.86,6.58,4.5,8.62,10.89,14.12,3660000000.0,20.44,2.1,1370000000.0,479740000.0,164830000.0,0.91,-15.9,257529999.99999997,1.45,,,1.68,6.57,350840000.0,152160000.0,0.49,18.39,15.62,4450000.0,177310000.0,160910000.0,5.87,89.56,18400000.0,6.13,12.66,17360000.0
0,0,XRAY,0,0,0,0,12950000000.0,13950000000.0,,18.42,3.41,3.32,1.73,3.58,16.98,-20.33,13.14,2.77,-10.0,3900000000.0,16.96,5.8,2000000000.0,821700000.0,-792600000.0,-3.45,-2.1,370000000.0,1.61,1620000000.0,21.66,2.33,32.57,595400000.0,491850000.0,1.2,59.22,61.26,2160000.0,229680000.0,227790000.0,0.73,99.3,8109999.999999999,3.78,3.55,8109999.999999999
0,0,GT,0,0,0,0,6820000000.0,11460000000.0,20.71,6.42,1.18,0.44,1.48,0.75,5.36,2.25,9.08,5.2,7.62,15380000000.0,61.76,8.8,3660000000.0,2140000000.0000002,346000000.0,1.37,,1040000000.0,4.34,5730000000.0,118.12,1.21,19.17,1160000000.0,352120000.0,1.57,32.01,31.82,3090000.0,240330000.0,239320000.0,0.35,101.41,21810000.0,6.34,8.69,21550000.0
0,0,TSN,0,0,0,0,27210000000.0,36610000000.0,9.73,10.7,1.42,0.69,2.28,0.93,9.31,7.15,8.06,7.87,26.14,39310000000.0,107.47,11.4,5080000000.0,3930000000.0,2810000000.0,7.61,175.0,295000000.0,0.8,9690000000.0,80.89,1.51,32.53,2590000000.0,486250000.0,0.17,76.36,74.25,2250000.0,297500000.0,290650000.0,2.06,90.98,,0.0,0.0,500.0
0,0,CRM,0,0,0,0,89910000000.0,83680000000.0,10373.33,47.88,2.36,8.58,10.18,7.99,84.67,1.22,2.25,0.76,1.51,10480000000.0,14.66,24.3,6160000000.0,988370000.0,127480000.0,0.01,,4520000000.0,6.24,1720000000.0,18.32,0.92,12.22,2740000000.0,1690000000.0,1.25,112.64,103.36,4890000.0,722300000.0,686490000.0,5.15,88.57,,,0.0,
0,0,ADI,0,0,0,0,34000000000.0,39200000000.0,43.38,16.04,1.96,6.03,3.28,6.95,16.28,13.8,29.78,6.76,9.94,5640000000.0,15.61,54.3,3060000000.0,2410000000.0,776060000.0,2.12,23.5,827550000.0,2.24,7430000000.0,71.85,1.76,28.04,1180000000.0,1410000000.0,1.05,90.22,87.88,3060000.0,369800000.0,367660000.0,0.38,89.69,7850000.0,4.24,2.56,7000000.0
0,0,VZ,0,0,0,0,201820000000.0,311080000000.0,6.64,10.49,1.82,1.6,4.63,2.47,6.61,23.88,23.88,7.51,88.91,126030000000.0,30.86,5.0,74480000000.0,47050000000.0,30100000000.0,7.36,315.3,2080000000.0,0.51,117510000000.0,262.96,0.9,10.56,25300000000.0,12950000000.0,0.77,50.88,49.59,17940000.0,4130000000.0,4080000000.0,0.03,66.58,33710000.0,1.9,0.83,36170000.0
0,0,IPG,0,0,0,0,9100000000.0,9430000000.0,16.21,12.73,1.87,1.15,4.57,1.2,8.34,7.34,12.35,4.83,24.81,7880000000.0,20.23,3.4,7880000000.0,1130000000.0,579000000.0,1.46,-0.3,790900000.0,2.06,1370000000.0,55.17,0.97,5.18,881800000.0,605350000.0,1.15,22.57,20.74,5670000.0,384470000.0,381830000.0,0.93,104.31,26740000.0,3.34,6.81,31780000.0
0,0,P,0,0,0,0,1220000000.0,855420000.0,,-18.46,-0.27,0.83,7.88,0.58,-2.96,-35.34,-23.03,-17.96,-86.56,1470000000.0,6.02,0.7,499750000.0,-288980000.0,-558560000.0,-2.29,,500850000.0,1.97,273010000.0,42.42,4.03,0.61,-210710000.0,-104150000.0,-0.91,4.63,6.06,10680000.0,254880000.0,233480000.0,1.27,15.46,75810000.0,5.49,31.54,71930000.0
0,0,GPS,0,0,0,0,13450000000.0,12220000000.0,15.94,12.49,0.99,0.87,4.45,0.79,6.37,5.57,8.8,10.73,30.02,15510000000.0,39.08,1.1,5640000000.0,1920000000.0,863000000.0,2.17,12.3,1350000000.0,3.48,1250000000.0,41.27,1.73,7.77,1520000000.0,962750000.0,0.58,33.05,30.0,4860000.0,388860000.0,290080000.0,37.69,61.38,0.72,0.72,0.0,0.97
0,0,CIM,0,0,0,0,3240000000.0,19900000000.0,6.61,7.37,8.45,4.72,0.89,28.96,,76.37,86.96,2.77,15.53,687020000.0,3.66,-50.1,606010000.0,,491180000.0,2.61,-51.5,112480000.0,0.6,16850000000.000002,463.42,1.46,19.35,487290000.0,,0.7,17.21,18.36,1300000.0,187810000.0,181430000.0,0.78,51.94,,0.0,0.0,2.0
0,0,ROST,0,0,0,0,30770000000.0,29040000000.0,25.71,17.73,2.04,2.27,10.76,2.14,12.97,8.93,14.24,21.74,44.03,13580000000.0,35.33,7.8,3690000000.0,2240000000.0,1210000000.0,3.13,12.2,1140000000.0,2.99,396850000.0,13.88,1.57,7.48,1700000000.0,1310000000.0,0.78,80.18,71.14,2350000.0,382150000.0,373670000.0,2.19,92.29,10560000.0,4.59,2.76,11520000.0
0,0,CAMP,0,0,0,0,873870000.0,875010000.0,51.75,18.73,1.39,2.44,4.35,2.45,29.78,4.79,3.58,1.82,9.28,357640000.0,10.17,12.4,143350000.0,29390000.0,17140000.0,0.47,,151240000.0,4.24,152380000.0,75.78,2.76,5.64,64730000.00000001,43210000.0,1.51,23.83,22.11,35620000.0,35620000.0,34350000.0,3.63,72.52,1870000.0,7.99,6.39,1970000.0
0,0,AMAT,0,0,0,0,63030000000.0,57810000000.0,22.59,12.98,0.67,4.08,7.41,3.74,12.34,18.54,27.53,15.24,35.4,15460000000.0,14.48,28.2,6530000000.0,4690000000.0,2870000000.0,2.66,-80.8,7450000000.0,7.09,5300000000.0,62.37,2.96,8.1,4280000000.0000005,2860000000.0,1.35,54.62,52.54,13880000.0,1050000000.0,1040000000.0,0.43,81.67,10950000.0,1.22,1.02,10710000.0
0,0,EQT,0,0,0,0,13700000000.0,20440000000.0,6.45,19.78,1.39,4.59,1.03,6.84,9.02,50.49,39.42,3.27,13.5,2990000000.0,15.95,61.5,2160000000.0,2270000000.0,1510000000.0,8.04,,147320000.0,0.56,7330000000.0,39.81,0.94,50.39,1640000000.0,-1090000000.0,0.41,52.67,58.79,4000000.0,264470000.00000003,262779999.99999997,0.72,92.82,14230000.0,2.63,9.27,29170000.0
0,0,BIIB,0,0,0,0,60500000000.0,61980000000.0,23.99,10.9,1.62,4.93,4.8,5.05,9.2,20.69,46.36,15.29,21.6,12270000000.0,57.73,15.1,10640000000.0,6740000000.0,2540000000.0,11.92,,3690000000.0,17.44,5940000000.0,47.14,2.34,59.63,4550000000.0,2250000000.0,1.07,320.47,319.37,1470000.0,211560000.0,211250000.0,0.33,91.55,3400000.0,2.2,1.6,2560000.0
0,0,MUR,0,0,0,0,4490000000.0,6410000000.0,,25.52,-0.49,2.14,0.97,3.05,5.07,-14.86,9.68,1.26,-6.52,2100000000.0,12.16,12.9,1630000000.0,1270000000.0,-310940000.0,-1.82,,964990000.0,5.59,2920000000.0,63.12,1.64,26.77,1130000000.0,165990000.0,2.76,29.53,27.92,2340000.0,172570000.0,163030000.0,5.96,105.38,2.0,0.0,0.0,2.0
0,0,NKE,0,0,0,0,106140000000.0,106220000000.0,28.23,24.43,3.78,3.06,9.01,3.06,20.58,11.13,12.75,11.85,32.11,34730000000.0,21.16,4.6,15310000000.0,5160000000.0,3870000000.0,2.31,-8.9,6390000000.0,3.93,4710000000.0,40.07,2.46,7.24,3770000000.0,2780000000.0,0.55,66.62,59.28,8580000.0,1300000000.0,1280000000.0,1.67,84.41,,,0.0,0.8
0,0,ZMH,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WYNN,0,0,0,0,17140000000.0,23490000000.0,22.91,18.23,2.73,2.72,51.78,3.72,14.61,11.85,16.74,5.36,133.1,6310000000.0,61.78,29.9,1690000000.0,1610000000.0,747180000.0,7.28,332.1,2970000000.0,28.84,9630000000.0,892.9,1.77,3.22,1880000000.0,405960000.0,2.15,171.4,156.35,3860000.0,102780000.0,80210000.0,22.08,72.12,,,0.0,
0,0,MO,0,0,0,0,123140000000.0,131190000000.0,12.19,14.89,2.01,6.32,8.0,6.73,13.23,52.44,49.79,13.61,72.46,19490000000.0,10.15,-0.4,11950000000.0,9910000000.0,10210000000.0,5.31,-51.7,1250000000.0,0.66,13890000000.0,90.11,0.64,8.1,4920000000.0,3820000000.0,0.57,66.96,66.37,7870000.0,1900000000.0,1900000000.0,0.13,64.17,11650000.0,1.8,0.6,11810000.0
0,0,BCR,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,MMM,0,0,0,0,139140000000.0,147640000000.0,29.47,20.34,2.23,4.4,12.02,4.66,16.63,15.35,23.16,12.93,44.33,31660000000.0,52.98,9.0,15660000000.0,8880000000.0,4860000000.0,7.93,-54.7,4130000000.0,6.93,14010000000.0,120.54,1.86,19.44,6240000000.0,4360000000.0,1.02,239.88,228.13,2480000.0,595500000.0,595070000.0,9.74,10.42,,0.0,0.0,5.44
0,0,DOW,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SLM,0,0,0,0,4810000000.0,6500000000.0,17.9,9.33,0.42,5.12,2.31,6.91,,30.72,52.25,1.43,11.99,940550000.0,2.18,9.6,,,273220000.0,0.62,-33.1,1530000000.0,3.54,3280000000.0,132.45,1.37,4.8,-166910000.0,,1.29,11.18,10.98,4160000.0,433550000.0,430670000.0,0.63,101.48,17310000.0,5.35,4.56,17450000.0
0,0,LUV,0,0,0,0,34250000000.0,34520000000.0,10.06,10.15,0.64,1.62,3.29,1.63,7.7,16.48,16.32,8.92,36.97,21170000000.0,35.23,3.9,14740000000.0,4480000000.0,3490000000.0,5.79,261.7,3270000000.0,5.57,3690000000.0,35.38,0.7,17.72,3930000000.0,1030000000.0,1.22,59.66,58.21,4790000.0,587950000.0,539060000.0,0.19,80.59,6940000.0,1.44,1.48,6500000.0
0,0,BBT,0,0,0,0,43000000000.0,68090000000.0,20.16,13.0,1.98,3.99,1.62,6.32,,22.23,38.33,1.1,8.1,10770000000.0,13.48,5.1,,,2220000000.0,2.74,3.5,3160000000.0,4.05,29300000000.0,,,34.01,4630000000.0,,1.08,54.38,49.39,3960000.0,778290000.0,774930000.0,0.41,64.92,,0.0,0.0,1.5
0,0,DLPH,0,0,0,0,4219999999.9999995,5360000000.0,14.84,9.08,1.46,0.87,62.13,1.1,6.48,5.88,13.14,11.9,45.12,4850000000.0,54.72,12.5,980000000.0,826000000.0,285000000.0,3.21,-28.2,338000000.0,3.81,1540000000.0,661.64,1.47,0.77,389000000.0,273750000.0,,52.65,74.52,1620000.0,88610000.0,88530000.0,0.12,87.52,3090000.0,1.83,1.15,2740000.0
0,0,DHI,0,0,0,0,16329999999.999998,18260000000.0,16.23,10.03,0.63,1.12,2.07,1.26,10.42,7.03,11.68,8.59,13.57,14520000000.0,38.73,14.8,3050000000.0,1750000000.0,1020000000.0,2.68,-8.5,895800000.0,2.38,3260000000.0,40.45,8.22,20.98,388300000.0,-407190000.0,0.98,46.75,44.8,4890000.0,375920000.0,342180000.0,6.72,85.93,,,0.0,
0,0,ICE,0,0,0,0,42710000000.0,13840000000.0,17.34,18.52,1.3,9.23,2.53,2.99,4.87,54.31,52.93,1.91,15.53,4630000000.0,7.86,0.5,5650000000.0,2840000000.0,2510000000.0,4.23,248.0,551000000.0,4.79,6100000000.0,35.98,0.99,29.03,2080000000.0,1630000000.0,0.4,72.9,69.39,2740000.0,582290000.0,113810000.0,92.14,0.3,,0.0,0.0,500.0
0,0,DVN,0,0,0,0,16460000000.0,23860000000.0,18.43,11.91,0.29,1.2,1.78,1.74,7.1,6.53,7.33,2.14,8.04,13750000000.0,26.45,50.8,12130000000.0,3360000000.0,888000000.0,1.7,,2670000000.0,5.08,10470000000.0,74.23,1.45,17.63,2910000000.0,315750000.0,2.99,37.53,37.05,6520000.0,525500000.0,523650000.0,0.45,84.04,11410000.0,2.06,2.18,11350000.0
0,0,NI,0,0,0,0,7830000000.0,16820000000.0,59.51,16.94,3.24,1.61,1.81,3.45,11.66,2.64,18.79,2.96,3.07,4870000000.0,14.8,5.5,3360000000.0,1440000000.0,128600000.0,0.39,,43000000.0,0.13,9040000000.0,209.27,0.56,12.82,742200000.0,-676050000.0,0.22,23.61,25.71,3550000.0,337410000.0,335840000.0,0.32,88.28,,0.0,0.0,0.78
0,0,PLD,0,0,0,0,33250000000.0,41320000000.0,20.15,38.02,-6.97,11.6,2.11,14.41,21.76,57.64,35.57,2.13,9.48,2870000000.0,5.41,2.3,2049999999.9999998,1900000000.0,1640000000.0,3.06,-32.0,457270000.0,0.86,9410000000.0,50.32,1.39,29.24,1690000000.0,1560000000.0,1.17,61.79,63.86,2610000.0,533049999.99999994,530530000.0,0.85,97.59,6370000.0,3.1,1.42,6020000.0
0,0,TER,0,0,0,0,9260000000.0,7390000000.0,37.02,15.54,0.82,4.33,4.75,3.46,11.41,12.06,25.25,11.48,13.63,2140000000.0000002,10.79,26.2,959570000.0,647470000.0,257690000.0,1.28,,1780000000.0,9.07,365990000.0,18.73,5.0,9.97,626490000.0,400220000.0,1.15,44.77,41.12,2490000.0,195420000.0,195210000.0,0.4,99.01,7990000.0,3.03,4.01,6790000.0
0,0,NSC,0,0,0,0,40070000000.0,48810000000.0,7.58,14.94,1.07,3.8,2.45,4.63,10.51,51.22,33.99,6.35,37.57,10550000000.0,36.65,7.2,7560000000.0,4650000000.0,5400000000.0,18.61,853.8,690000000.0,2.43,10120000000.0,61.84,0.84,57.57,3250000000.0,1300000000.0,1.47,144.87,135.93,1640000.0,284000000.0,283530000.0,0.17,73.77,4040000.0,2.68,1.44,3620000.0
0,0,TWC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,LEG,0,0,0,0,6020000000.0,6320000000.0,21.34,14.82,25.55,1.53,5.04,1.6,11.3,7.42,11.25,8.48,25.7,3940000000.0,29.0,8.9,867900000.0,559600000.0,293500000.0,2.13,-55.5,526100000.0,3.98,1250000000.0,105.11,1.81,9.02,443700000.0,138560000.0,0.83,45.57,46.59,1300000.0,132240000.00000001,130509999.99999999,1.14,76.14,6650000.0,5.93,5.67,6670000.0
0,0,FOSL,0,0,0,0,674710000.0,864100000.0,,30.15,20.35,0.24,1.16,0.31,7.64,-17.15,1.11,1.01,-59.34,2790000000.0,57.49,-4.0,1580000000.0,113130000.0,-478200000.0,-9.87,,231200000.0,4.76,446000000.0,76.78,2.54,11.95,,,-0.73,11.0,8.81,3200000.0,48650000.0,44270000.0,12.06,113.18,17830000.0,7.22,75.24,14760000.0
0,0,DELL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SCHL,0,0,0,0,1300000000.0,865490000.0,76.96,25.87,3.05,0.8,1.0,0.53,8.45,1.07,4.62,2.46,1.36,1620000000.0,46.38,-4.0,927100000.0,102400000.0,17500000.0,0.48,-15.9,387800000.0,11.11,11300000.0,0.87,2.0,37.33,95600000.0,-3190000.0,0.84,37.81,38.5,33240000.000000004,33240000.000000004,30720000.0,11.02,89.64,1030000.0,9.65,3.6,1560000.0
0,0,EA,0,0,0,0,38200000000.0,33580000000.0,38.85,24.91,1.89,7.5,9.36,6.59,21.79,19.67,27.73,10.8,26.25,5100000000.0,16.53,1.0,3550000000.0,1540000000.0,1000000000.0,3.21,,4880000000.0,15.92,992000000.0,24.28,1.92,13.31,1320000000.0,1060000000.0,0.98,121.64,115.44,3910000.0,306730000.0,305120000.0,0.54,98.15,,0.0,0.0,666.0
0,0,UTX,0,0,0,0,105260000000.0,122710000000.0,23.09,16.79,2.56,1.76,3.55,2.05,12.22,7.61,13.21,5.29,16.13,59840000000.0,75.74,7.0,15880000000.0,10040000000.0,4550000000.0,5.7,-60.8,8980000000.0,11.23,27480000000.0,87.11,1.35,37.05,5630000000.0,3950000000.0,1.03,132.49,123.01,4770000.0,799780000.0,743450000.0,0.07,83.71,11460000.0,4.19,1.63,11590000.0
0,0,SEE,0,0,0,0,7430000000.0,9670000000.0,10.3,15.74,0.94,1.67,51.08,2.17,13.28,18.26,13.63,5.99,16.48,4460000000.0,23.87,11.5,1420000000.0,728100000.0,57900000.0,4.31,,594000000.0,3.55,3260000000.0,2139.2,1.35,0.87,424400000.0,459540000.0,0.72,45.05,45.42,2660000.0,167380000.0,165170000.0,1.0,101.2,7250000.0,3.53,4.17,6330000.0
0,0,KLAC,0,0,0,0,18180000000.0,17149999999.999998,27.9,13.58,1.28,4.79,14.83,4.51,11.58,17.28,37.42,16.91,59.92,3800000000.0,24.24,11.3,2190000000.0,1480000000.0,656340000.0,4.16,,2760000000.0,17.61,2490000000.0,202.87,3.73,7.82,1190000000.0,950850000.0,1.45,109.75,104.65,1460000.0,156620000.0,156320000.0,0.16,93.5,3730000.0,2.25,2.65,2530000.0
0,0,CLF,0,0,0,0,2370000000.0,3650000000.0,6.35,7.81,-0.19,1.02,,1.57,7.33,15.75,17.59,10.51,,2330000000.0,8.08,-20.3,501700000.0,497700000.0,385700000.0,1.26,301.8,1010000000.0,3.39,2350000000.0,,3.42,-1.49,338100000.0,136950000.0,1.41,7.49,7.17,14480000.0,297400000.0,293840000.0,0.81,62.44,43840000.0,3.58,14.86,39060000.0
0,0,DG,0,0,0,0,25370000000.0,28780000000.0,20.7,16.63,2.29,1.09,4.42,1.23,11.55,5.31,8.98,10.79,22.35,23350000000.0,85.18,11.0,6780000000.0,2490000000.0,1240000000.0,4.51,7.3,226190000.0,0.83,3120000000.0,54.33,1.41,21.15,1620000000.0,955140000.0,0.75,98.73,87.77,2490000.0,271560000.0,257420000.00000003,0.11,99.59,10790000.0,5.26,4.42,13060000.0
0,0,FMC,0,0,0,0,11070000000.0,13480000000.0,20.66,13.47,0.98,3.85,4.09,4.68,22.3,18.61,17.08,4.0,-3.55,2880000000.0,21.43,13.2,1200000000.0,604600000.0,-85900000.0,3.99,3234.0,283000000.0,2.1,3190000000.0,117.68,1.65,20.13,335500000.0,458910000.0,1.86,86.05,90.14,1390000.0,134330000.0,122600000.0,0.87,95.04,2870000.0,2.46,2.16,2160000.0
0,0,HSP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,LRCX,0,0,0,0,33880000000.000004,28480000000.0,22.84,12.84,1.78,3.55,5.4,2.98,9.82,17.6,27.06,13.23,26.83,9560000000.0,58.92,37.1,3600000000.0,2900000000.0,1680000000.0,9.1,,5700000000.0,34.98,3210000000.0,52.19,2.47,38.53,2040000000.0,1350000000.0,1.55,190.88,188.99,3510000.0,162950000.0,162420000.0,0.35,92.84,11180000.0,4.83,6.9,11250000.0
0,0,HON,0,0,0,0,112300000000.0,117770000000.0,69.78,17.09,1.98,2.77,6.49,2.9,14.25,4.08,17.64,7.87,9.18,40530000000.0,53.19,8.6,12960000000.0,8270000000.0,1660000000.0,2.14,,10820000000.0,14.38,17880000000.0,102.51,1.38,23.01,5970000000.0,3860000000.0,1.01,154.67,148.23,3380000.0,752000000.0,749190000.0,0.28,79.36,8740000.0,3.71,1.15,8130000.000000001
0,0,NWSA,0,0,0,0,9630000000.0,7600000000.0,,27.37,1.33,1.16,0.88,0.92,9.31,-5.41,6.98,2.51,-3.59,8300000000.000001,14.25,3.0,8140000000.000001,817000000.0,-451000000.0,-0.78,,1860000000.0,3.18,281000000.0,2.51,1.64,18.64,697000000.0,632880000.0,2.06,16.48,15.11,2460000.0,383390000.0,501580000.0,0.59,96.57,8620000.0,4.18,2.26,8520000.0
0,0,AMT,0,0,0,0,59550000000.0,77450000000.0,52.01,36.45,1.54,8.94,9.54,11.62,19.74,18.59,33.13,4.3,15.3,6660000000.0,15.56,10.7,4610000000.0,3920000000.0,1150000000.0,2.67,4.1,802100000.0,1.87,20210000000.0,254.01,0.81,14.56,2930000000.0,2740000000.0,0.96,139.63,141.71,2640000.0,428820000.0,428150000.0,0.14,91.17,6860000.0,3.25,1.62,5550000.0
