Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month)
2007-04-05 23:23:27,1175786607.0,pg,45.26379,14.45,115.361717,-3.25,198790000000.0,231050000000.0,22.43,18.16,1.64,2.7,3.17,3.14,12.673,13.14,20.75,6.97,14.68,73600000000.0,22.973,7.6,35100000000.0,18230000000.0,9520000000.0,2.81,12.4,5510000000.0,1.746,36180000000.0,0.554,0.789,19.881001,12030000000.0,9110000000.0,0.96,63.21,63.51,8721800.0,3160000000.0,3150000000.0,3.78,59.3,21020000.0,2.4,0.7,15140000.0
2012-06-25 18:51:21,1340621481.0,pg,49.466427,33.54,117.327911,23.45,162790000000.0,194430000000.0,18.21,14.96,2.32,1.92,2.56,2.28,10.15,11.29,18.73,7.37,14.51,85370000000.0,30.92,1.5,41790000000.0,19160000000.0,9410000000.0,3.26,-16.1,3990000000.0,1.46,33110000000.0,50.24,0.86,23.38,13090000000.0,7580000000.0,0.33,62.7,65.09,11506600.0,2740000000.0,2740000000.0,0.02,32.5,19840000.0,1.8,0.7,14110000.0
2004-11-29 12:26:31,1101702391.0,pg,37.140724,8.75,90.124283,8.85,136070000000.0,152300000000.0,22.19,18.69,1.78,2.57,8.08,2.88,12.84,12.69,18.99,12.24,40.1,52960000000.0,19.051,N/A,26330000000.0,11860000000.0,6590000000.0,2.417,N/A,6720000000.0,2.65,21430000000.0,1.167,0.855,6.641,N/A,N/A,-0.213,53.63,76.85,5501727.0,2540000000.0,2510000000.0,1.0,58.38,10270000.0,1.526,0.41,10220000.0
2011-11-06 20:59:05,1320584345.0,pg,51.715038,12.63,110.345772,15.47,173420000000.0,205050000000.0,16.01,13.76,1.72,2.06,2.72,2.43,11.06,13.92,18.55,7.24,18.23,84350000000.0,30.28,8.9,41790000000.0,18540000000.0,11500000000.0,3.94,-1.9,3580000000.0,1.3,33850000000.0,51.57,0.83,23.27,12950000000.0,7250000000.0,0.47,63.85,63.87,11998100.0,2750000000.0,2750000000.0,0.03,58.1,35440000.0,3.3,1.3,34160000.0
2013-02-06 08:34:42,1360110882.0,pg,65.11215200000001,4.07,136.7379,19.78,206790000000.0,233390000000.0,17.18,17.24,2.3,2.48,3.16,2.8,11.87,15.5,19.77,7.51,17.51,83320000000.0,30.36,2.0,41290000000.0,19670000000.0,11170000000.0,4.41,140.1,6970000000.0,2.55,33430000000.0,49.65,0.98,23.99,14410000000.0,11040000000.0,0.3,70.54,68.64,9467960.0,2730000000.0,2730000000.0,0.02,35.1,15560000.0,1.7,0.6,17430000.0
2007-05-28 15:34:43,1180337683.0,pg,45.484837,5.58,121.320168,-6.81,198260000000.0,228860000000.0,21.55,18.09,1.61,2.64,3.11,3.05,12.258,13.29,20.75,7.16,15.17,75050000000.0,23.632,8.4,35100000000.0,18670000000.0,9810000000.0,2.92,13.6,4230000000.0000005,1.343,33420000000.0,0.503,0.735,20.200001,13040000000.0,9520000000.0,0.95,63.02,63.58,10626400.0,3150000000.0,3150000000.0,3.78,60.0,18230000.0,2.3,0.6,21020000.0
2006-04-27 15:34:24,1146123264.0,pg,41.305801,10.15,102.894806,16.23,191720000000.0,218460000000.0,21.33,19.3,1.86,3.09,2.99,3.54,15.151,12.83,19.95,7.71,18.34,61680000000.0,22.984,26.9,28940000000.0,14420000000.0,7770000000.0,2.73,28.9,9810000000.0,2.983,36000000000.0,0.542,1.289,19.386999,9510000000.0,13760000000.0,0.49,58.25,58.04,9393050.0,3290000000.0,3290000000.0,0.19,59.1,16750000.0,2.3,0.5,15450000.0
2012-01-07 22:39:22,1325947162.0,pg,54.44724300000001,7.63,113.019089,17.15,182580000000.0,214210000000.0,16.86,14.55,1.81,2.17,2.86,2.54,11.55,13.92,18.55,7.24,18.23,84350000000.0,30.28,8.9,41790000000.0,18540000000.0,11500000000.0,3.94,-1.9,3580000000.0,1.3,33850000000.0,51.57,0.83,23.27,12950000000.0,7660000000.0,0.5,64.78,63.54,8873980.0,2750000000.0,2750000000.0,0.02,32.4,29350000.0,3.2,1.1,29680000.0
2011-11-05 07:57:35,1320451055.0,pg,51.715038,13.48,110.345772,15.23,173420000000.0,205550000000.0,16.01,13.76,1.72,2.06,2.72,2.44,11.08,13.92,18.55,7.24,18.23,84350000000.0,30.28,8.9,41790000000.0,18540000000.0,11500000000.0,3.94,-1.9,3580000000.0,1.3,33850000000.0,51.57,0.83,23.27,12950000000.0,7250000000.0,0.47,63.85,63.87,11998100.0,2750000000.0,2750000000.0,0.03,58.1,35440000.0,3.3,1.3,34160000.0
2004-12-15 09:14:17,1103073257.0,pg,38.52750800000001,7.22,92.472832,7.22,143300000000.0,159530000000.0,23.37,19.68,1.87,2.71,8.51,3.01,13.45,12.69,18.99,12.24,40.1,52960000000.0,19.051,N/A,26330000000.0,11860000000.0,6590000000.0,2.417,N/A,6720000000.0,2.65,21430000000.0,1.167,0.855,6.641,N/A,N/A,-0.218,53.8,74.14,5778727.0,2540000000.0,2510000000.0,1.0,58.23,10270000.0,1.526,0.41,10220000.0
2012-03-16 01:47:52,1331833672.0,pg,55.618153,17.36,124.704887,13.54,186420000000.0,217230000000.0,19.9,15.38,1.98,2.19,2.96,2.55,11.69,11.86,18.42,7.3,15.56,85140000000.0,30.68,3.7,41790000000.0,18580000000.0,9860000000.0,3.4,-49.3,4410000000.0,1.6,33390000000.0,51.45,0.79,22.9,13350000000.0,7690000000.0,0.3,65.4,64.5,11277900.0,2750000000.0,2750000000.0,0.02,32.4,26680000.0,2.3,1.0,21740000.0
2008-01-23 16:08:46,1201075726.0,pg,48.606255,-11.81,108.604774,-36.69,199660000000.0,234440000000.0,20.29,16.4,1.41,2.6,3.06,3.01,12.396,13.76,20.3,7.09,16.32,77890000000.0,24.769,7.5,39790000000.0,18910000000.0,10560000000.0,3.17,14.1,5000000000.0,1.609,35770000000.0,0.529,0.816,21.305,13710000000.0,5490000000.0,0.61,72.42,68.87,11782900.0,3110000000.0,3100000000.0,0.05,58.7,31090000.0,3.2,1.0,23950000.0
2005-02-07 03:04:36,1107716676.0,pg,36.224636,15.22,92.287086,6.35,133479999999.99998,149330000000.0,20.94,18.21,1.74,2.55,8.02,2.76,12.25,12.81,19.16,12.09,40.18,54190000000.0,19.6,N/A,26330000000.0,12190000000.0,6810000000.0,2.51,N/A,8170000000.0,3.24,23250000000.0,1.169,0.878,6.641,N/A,N/A,-0.204,55.13,65.61,5474227.0,2540000000.0,2510000000.0,0.56,56.78,9540000.0,1.958,0.38,9610000.0
2011-11-06 19:33:28,1320579208.0,pg,51.715038,12.63,110.345772,15.47,173420000000.0,205050000000.0,16.01,13.76,1.72,2.06,2.72,2.43,11.06,13.92,18.55,7.24,18.23,84350000000.0,30.28,8.9,41790000000.0,18540000000.0,11500000000.0,3.94,-1.9,3580000000.0,1.3,33850000000.0,51.57,0.83,23.27,12950000000.0,7250000000.0,0.47,63.85,63.87,11998100.0,2750000000.0,2750000000.0,0.03,58.1,35440000.0,3.3,1.3,34160000.0
2005-01-09 05:57:35,1105221455.0,pg,38.390194,7.77,91.034256,10.64,141850000000.0,158080000000.0,23.14,19.42,1.87,2.65,8.33,2.99,13.33,12.69,18.99,12.24,40.1,52960000000.0,19.051,N/A,26330000000.0,11860000000.0,6590000000.0,2.417,N/A,6720000000.0,2.65,21430000000.0,1.167,0.855,6.641,N/A,N/A,-0.204,54.34,70.41,5485002.0,2540000000.0,2520000000.0,0.56,58.21,9610000.0,1.847,0.38,10270000.0
2006-08-13 08:08:54,1155427734.0,pg,42.874104,8.92,100.178848,16.45,197200000000.0,228930000000.0,22.8,17.67,1.61,2.89,3.13,3.36,14.42,12.73,19.42,8.4,21.61,68220000000.0,21.918,25.1,28940000000.0,15880000000.0,8680000000.0,2.643,26.8,7830000000.0,2.392,38100000000.0,0.606,1.217,19.224001,11380000000.0,16129999999.999998,0.77,57.0292,57.453,8754360.0,3270000000.0,3270000000.0,0.14,57.3,15630000.0,1.8,0.5,12040000.0
2013-09-01 19:40:02,1378035602.0,pg,67.591797,10.09,149.4814,25.06,213320000000.0,238700000000.0,20.18,16.68,2.25,2.52,3.17,2.84,12.75,13.44,18.71,7.25,17.18,84170000000.0,30.69,2.2,41740000000.0,18730000000.0,11070000000.0,3.86,-48.4,5950000000.0,2.17,31540000000.0,45.91,0.8,24.41,14870000000.0,9570000000.0,0.34,80.34,78.65,8062770.0,2740000000.0,2740000000.0,0.02,34.4,19070000.0,2.8,0.7,19470000.0
2008-10-28 23:38:18,1225208298.0,pg,47.25542100000001,-6.63,77.274086,14.25,191860000000.0,208570000000.0,17.37,14.84,1.3,2.08,2.55,2.5,10.3,14.46,20.46,7.57,17.72,83500000000.0,27.104,10.3,42810000000.0,20250000000.0,11900000000.0,3.641,33.0,3540000000.0,1.167,36670000000.0,0.528,0.792,22.464001,15810000000.0,6580000000.0,0.52,66.7289,66.5139,18233600.0,3030000000.0,3020000000.0,0.05,60.6,32840000.000000004,1.7,1.1,40990000.0
2012-09-05 09:49:34,1346809774.0,pg,56.60881800000001,18.25,125.896111,20.41,185640000000.0,212350000000.0,18.43,16.01,2.08,2.22,2.98,2.54,11.1,12.85,19.02,7.35,14.11,83680000000.0,30.42,-1.2,41290000000.0,19120000000.0,8910000000.0,3.66,44.7,4440000000.0,1.61,29780000000.0,46.5,0.88,22.65,13280000000.0,9710000000.0,0.28,65.92,64.89,12105800.0,2750000000.0,2750000000.0,0.02,32.5,18590000.0,1.9,N/A,18410000.0
2005-12-29 17:41:52,1135849312.0,pg,40.909695,12.34,97.919411,15.22,138520000000.0,163210000000.0,21.4,19.48,1.93,2.41,10.66,2.82,12.509,12.71,19.37,11.56,44.66,57790000000.0,23.221,7.6,28940000000.0,13050000000.0,7210000000.0,2.72,4.5,8060000000.000001,3.389,29800000000.0,2.05,0.977,5.491,8980000000.0,11790000000.0,N/A,57.49,55.74,9080600.0,2380000000.0,N/A,3.48,59.1,32560000.000000004,3.9,1.4,33650000.0
2007-04-28 09:51:41,1177725101.0,pg,45.499294,7.94,119.592636,-4.82,198730000000.0,230830000000.0,22.42,18.15,1.63,2.7,3.17,3.14,12.661,13.14,20.75,6.97,14.68,73600000000.0,22.973,7.6,35100000000.0,18230000000.0,9520000000.0,2.81,12.4,5510000000.0,1.746,36180000000.0,0.554,0.789,19.881001,12030000000.0,9110000000.0,0.96,63.0,63.64,8815020.0,3160000000.0,3150000000.0,3.78,59.4,18230000.0,2.3,0.6,21020000.0
2007-01-11 22:35:30,1168526130.0,pg,46.220585,10.86,113.249008,0.41,204830000000.0,234960000000.0,24.03,18.79,1.76,2.82,3.26,3.25,13.215,12.95,20.52,9.31,23.88,72210000000.0,22.285,27.0,35100000000.0,17780000000.0,9200000000.0,2.69,33.0,7760000000.0,2.448,37710000000.0,0.591,1.239,19.684,12160000000.0,9660000000.0,0.89,63.74,61.32,6828750.0,3170000000.0,3170000000.0,0.12,59.1,15070000.0,2.6,0.5,16280000.000000002
2012-10-20 21:00:40,1350738040.0,pg,58.15933199999999,19.41,128.795715,24.28,188860000000.0,215570000000.0,18.75,16.21,2.15,2.29,3.07,2.58,11.27,12.85,19.02,7.35,14.11,83680000000.0,30.42,-1.2,41290000000.0,19120000000.0,8910000000.0,3.66,44.7,4440000000.0,1.61,29780000000.0,46.5,0.88,22.65,13280000000.0,9710000000.0,0.27,68.83,65.39,9232440.0,2750000000.0,2750000000.0,0.02,35.1,22970000.0,2.4,0.8,19450000.0
2007-02-18 15:42:45,1171784565.0,pg,46.751022,4.06,116.092941,-5.56,205320000000.0,237430000000.0,23.16,18.75,1.69,2.79,3.27,3.23,13.023,13.14,20.75,6.97,14.68,73600000000.0,22.973,7.6,35100000000.0,18230000000.0,9520000000.0,2.81,12.4,5510000000.0,1.746,36180000000.0,0.554,0.789,19.881001,12030000000.0,9110000000.0,0.89,64.78,62.87,6987690.0,3160000000.0,3150000000.0,3.78,58.8,15940000.0,2.4,0.5,15070000.0
2011-09-25 01:41:59,1316886119.0,pg,49.84819,17.73,99.845856,31.03,168300000000.0,198920000000.0,15.59,13.29,1.61,2.04,2.55,2.41,10.66,14.29,19.16,7.42,18.23,82560000000.0,29.44,10.2,41790000000.0,18660000000.0,11560000000.0,3.93,14.9,2770000000.0,1.01,32009999999.999996,47.08,0.81,24.01,13230000000.0,7100000000.0,0.48,62.01,63.35,12271900.0,2750000000.0,2750000000.0,0.03,58.1,31820000.0,2.1,1.2,26680000.0
2006-08-13 11:39:28,1155440368.0,pg,42.874104,8.92,100.178848,16.45,197200000000.0,228930000000.0,22.8,17.67,1.61,2.89,3.13,3.36,14.42,12.73,19.42,8.4,21.61,68220000000.0,21.918,25.1,28940000000.0,15880000000.0,8680000000.0,2.643,26.8,7830000000.0,2.392,38100000000.0,0.606,1.217,19.224001,11380000000.0,16129999999.999998,0.77,57.0292,57.453,8754360.0,3270000000.0,3270000000.0,0.14,57.3,15630000.0,1.8,0.5,12040000.0
2008-12-18 00:49:57,1229532597.0,pg,45.07313900000001,5.29,73.590073,27.31,181230000000.0,220300000000.0,16.17,14.45,1.44,2.16,2.91,2.58,10.707,14.47,20.33,7.68,18.69,85330000000.0,27.936,9.0,42810000000.0,20570000000.0,12160000000.0,3.75,8.7,4500000000.0,1.508,39450000000.0,0.611,0.656,21.171,15840000000.0,9400000000.0,0.47,62.38,65.5,25966500.0,2990000000.0,2970000000.0,0.05,59.8,36490000.0,1.2,1.2,72350000.0
2008-12-25 06:59:17,1230159557.0,pg,45.132923,4.68,72.002312,32.8,180310000000.0,216620000000.0,16.09,14.45,1.4,2.09,2.83,2.54,10.529,14.47,20.33,7.68,18.69,85330000000.0,27.936,9.0,42810000000.0,20570000000.0,12160000000.0,3.75,8.7,4500000000.0,1.508,39450000000.0,0.611,0.656,21.171,15840000000.0,9400000000.0,0.47,62.05,65.26,25182300.0,2990000000.0,2970000000.0,0.05,59.8,36490000.0,1.2,1.2,72350000.0
2007-06-30 05:05:59,1183151159.0,pg,44.206123,0.98,120.830994,-13.51,192680000000.0,223290000000.0,20.95,17.58,1.73,2.57,3.04,2.98,11.959,13.29,20.75,7.16,15.17,75050000000.0,23.632,8.4,35100000000.0,18670000000.0,9810000000.0,2.92,13.6,4230000000.0000005,1.343,33420000000.0,0.503,0.735,20.200001,13040000000.0,9520000000.0,0.88,62.55,63.27,12017800.0,3150000000.0,3150000000.0,3.78,59.7,19360000.0,1.8,0.6,14210000.0
2012-07-14 19:10:51,1342264251.0,pg,54.287117,29.39,121.285904,26.15,178350000000.0,208850000000.0,19.95,16.65,2.6,2.04,2.72,2.45,10.9,11.29,18.73,7.37,14.51,85370000000.0,30.92,1.5,41790000000.0,19160000000.0,9410000000.0,3.26,-16.1,3990000000.0,1.46,33110000000.0,50.24,0.86,23.38,13090000000.0,7580000000.0,0.32,61.72,64.7,13289800.0,2740000000.0,2740000000.0,0.02,32.5,18990000.0,1.6,0.7,20230000.0
2005-01-04 11:27:08,1104809228.0,pg,37.415333,10.22,91.334,9.02,140000000000.0,154710000000.0,22.83,19.23,1.83,2.64,8.29,2.92,13.04,12.69,18.99,12.24,40.1,52960000000.0,19.051,N/A,26330000000.0,11860000000.0,6590000000.0,2.417,N/A,6720000000.0,2.65,21430000000.0,1.167,0.855,6.641,N/A,N/A,-0.204,N/A,N/A,5363000.0,2540000000.0,2510000000.0,1.0,58.22,9610000.0,1.847,0.38,10270000.0
2011-08-14 06:11:50,1313273510.0,bxp,81.09761800000003,13.21,103.338837,21.71,14660000000.0,21820000000.0,97.54,19.53,1.79,8.79,3.09,13.06,21.19,8.73,38.12,2.99,3.23,1670000000.0,11.78,11.0,1020000000.0,1030000000.0,145890000.0,1.03,-2.0,780580000.0,5.33,7940000000.0,147.28,6.64,32.5,N/A,N/A,1.47,105.77,100.0,1276090.0,146390000.0,144100000.0,1.59,100.2,10190000.0,10.7,7.4,10450000.0
2008-12-11 23:39:39,1229009979.0,bxp,37.771652,39.33,72.477432,29.62,6130000000.0,13260000000.0,17.74,10.52,2.23,4.98,1.98,9.17,15.18,23.57,39.75,3.29,7.34,1450000000.0,12.09,4.2,998680000.0,873430000.0,301760000.0,2.88,-80.0,55600000.0,0.464,6110000000.0,1.677,2.335,30.410999,539210000.0,229820000.0,1.46,57.62,84.14,3683530.0,119850000.0,95180000.0,8.81,105.0,10620000.0,3.9,9.1,10590000.0
2013-04-23 04:45:10,1366663510.0,bxp,91.269119,13.42,143.361069,21.2,16510000000.000002,24520000000.0,56.58,19.44,2.95,8.65,3.27,12.74,21.17,15.04,36.63,2.92,5.14,1930000000.0,12.83,-3.1,1190000000.0,1160000000.0,255890000.0,1.92,-52.5,1040000000.0,6.87,8910000000.0,152.52,4.6,33.62,642950000.0,644240000.0,0.84,105.12,105.72,1072000.0,151640000.0,149630000.0,0.84,102.7,5560000.0,4.9,4.5,6000000.0
2013-04-25 03:23:44,1366831424.0,bxp,90.957626,13.8,144.03346299999995,19.89,16430000000.0,24520000000.0,56.33,19.35,2.96,8.54,3.22,12.74,21.17,15.04,36.63,2.92,5.14,1930000000.0,12.83,-3.1,1190000000.0,1160000000.0,255890000.0,1.92,-52.5,1040000000.0,6.87,8910000000.0,152.52,4.6,33.62,642950000.0,644240000.0,0.84,105.23,105.67,1094170.0,151640000.0,149630000.0,0.84,102.7,5560000.0,4.9,4.5,6000000.0
2008-02-28 13:49:41,1204177781.0,bxp,63.92916500000001,-56.58,111.046875,-44.69,10790000000.0,14770000000.0,8.23,18.23,6.47,7.63,2.94,10.45,17.127,93.75,40.59,3.43,31.87,1410000000.0,11.89,-2.2,980230000.0,862450000.0,1100000000.0,10.97,70.4,1510000000.0,12.61,5490000000.0,1.497,1.819,30.701,N/A,N/A,1.16,88.91,97.02,1593470.0,119500000.0,95290000.0,14.71,94.9,7810000.0,5.0,6.7,7980000.0
2005-04-19 22:08:16,1113919696.0,bxp,36.062347,53.45,89.053772,15.47,6920000000.0,11680000000.0,26.28,14.15,4.97,4.93,2.35,8.34,13.49,22.53,21.95,3.5,8.82,1400000000.0,12.876,N/A,925720000.0,865830000.0,255440000.0,2.39,N/A,239340000.0,2.17,5010000000.0,1.707,N/A,26.614,N/A,N/A,0.235,60.53,58.02,416272.0,110380000.0,93800000.0,15.02,89.07,2790000.0,6.798,2.97,2440000.0
2006-10-23 12:35:46,1161578146.0,bxp,66.353973,6.73,108.906029,12.46,11950000000.0,16390000000.0,13.52,23.92,6.39,8.2,3.34,11.25,18.156,62.04,43.57,4.22,26.17,1460000000.0,12.937,3.7,947610000.0,902990000.0,852710000.0,7.73,278.1,370400000.0,3.241,4830000000.0,1.354,4.818,31.250999,523980000.0,-265589999.99999997,0.82,103.7,94.2,719950.0,114300000.0,104390000.0,17.49,97.3,3360000.0,6.0,3.0,3240000.0
2006-06-23 18:40:54,1151059254.0,bxp,54.095501,25.18,98.151772,23.2,9990000000.0,14660000000.0,22.49,19.9,5.25,6.92,3.36,10.15,16.386,30.8,43.5,4.42,13.6,1440000000.0,12.912,0.5,947610000.0,894570000.0,399150000.0,3.89,10.6,32210000.0,0.282,4700000000.0,1.598,1.518,26.049,471580000.0,53160000.0,0.83,86.83,83.94,972094.0,114150000.0,104260000.0,17.51,92.8,3070000.0,4.8,2.8,2790000.0
2005-01-28 23:13:32,1106925212.0,bxp,32.989594,45.43,90.257965,11.39,6330000000.0,11050000000.0,24.3,13.0,2.74,4.53,2.14,7.89,12.77,22.53,21.95,3.5,8.82,1400000000.0,12.876,N/A,856740000.0,865820000.0,255440000.0,2.386,N/A,239340000.0,2.17,5010000000.0,1.707,N/A,26.542,N/A,N/A,0.236,61.09,54.47,378045.0,109140000.0,91500000.0,17.06,87.16,2350000.0,6.903,2.56,2350000.0
2003-10-27 11:09:37,1067224177.0,bxp,23.687698,40.95,77.786911,9.37,4240000000.0,8900000000.0,8.74,10.83,1.68,3.2,1.82,6.66,11.07,39.99,23.94,6.36,22.06,1230000000.0,13.727,N/A,818250000.0,804140000.0,482930000.0,4.983,N/A,158590000.0,1.63,4820000000.0,2.065,N/A,24.06,N/A,N/A,0.259,43.86,40.99,288500.0,97330000.0,78900000.0,18.94,87.94,878000.0,2.761,1.11,806000.0
2007-12-14 03:30:47,1197574247.0,bxp,62.645683,-33.95,118.77326200000002,-38.25,11490000000.0,15210000000.0,9.08,20.46,5.31,7.99,2.69,10.39,17.06,86.96,41.1,3.62,27.07,1460000000.0,12.379,-4.7,980230000.0,891530000.0,1110000000.0,10.62,124.5,1890000000.0,15.882,5410000000.0,1.244,3.532,36.459,598070000.0,560860000.0,1.52,99.45,102.25,1112080.0,119270000.0,96390000.0,7.0,98.6,5020000.0,4.5,4.3,4790000.0
2012-07-25 18:44:37,1343213077.0,bxp,89.923874,2.27,119.686638,28.92,16340000000.0,23630000000.0,54.49,20.74,3.48,8.65,3.27,12.57,20.38,15.77,39.02,3.27,5.83,1880000000.0,12.76,8.0,1140000000.0,1160000000.0,280350000.0,2.0,58.4,591200000.0,3.95,7960000000.0,142.89,4.05,33.22,643300000.0,854260000.0,1.06,106.65,104.54,877760.0,149820000.0,147540000.0,1.07,106.7,7330000.0,8.1,5.9,6910000.0
2005-09-09 19:25:53,1126265153.0,bxp,41.974266,49.39,96.533096,6.45,8080000000.0,12420000000.0,22.83,16.6,5.73,5.55,2.62,8.59,13.788,24.74,43.56,4.35,11.68,1450000000.0,13.184,5.1,925720000.0,900530000.0,342990000.0,3.17,90.0,507180000.0,4.544,4900000000.0,1.6,1.557,27.483,N/A,N/A,N/A,72.32,67.09,462820.0,111610000.0,N/A,42.51,90.7,4160000.0,9.0,3.9,3240000.0
2013-01-30 10:13:35,1359512015.0,xom,76.42893199999997,6.49,135.751892,21.84,418370000000.0,417730000000.0,9.7,11.51,3.88,0.98,2.51,0.98,6.44,10.4,11.5,9.31,28.16,426250000000.0,90.96,-7.7,179630000000.0,64879999999.99999,44330000000.0,9.46,-7.4,13060000000.0,2.86,12420000000.0,7.21,1.03,36.56,53700000000.0,12550000000.0,0.87,89.01,89.0,13325000.0,4560000000.0,4550000000.0,0.13,47.0,30940000.0,2.2,0.7,27500000.0
2013-01-16 01:39:08,1358271548.0,xom,75.417381,13.6,133.020004,27.95,408200000000.0,407790000000.0,9.47,11.29,3.84,0.96,2.45,0.96,6.29,10.4,11.5,9.31,28.16,426250000000.0,90.96,-7.7,179630000000.0,64879999999.99999,44330000000.0,9.46,-7.4,13060000000.0,2.86,12420000000.0,7.21,1.03,36.56,53700000000.0,12550000000.0,0.87,88.19,88.59,13289800.0,4560000000.0,4550000000.0,0.13,47.0,27500000.0,1.9,0.6,35990000.0
2011-05-21 07:21:57,1305933717.0,xom,66.22316,2.39,116.31382,-0.86,401820000000.0,408610000000.0,11.62,8.94,1.46,1.11,2.68,1.12,6.6,9.56,12.82,10.38,25.97,363960000000.0,73.6,26.4,149470000000.0,61910000000.0,34810000000.0,7.02,69.0,12830000000.0,2.61,15880000000.0,10.08,0.98,30.75,52220000000.0,19450000000.0,0.41,84.15,78.99,18978200.0,4930000000.0,4910000000.0,0.09,49.3,29120000.0,1.9,0.6,26430000.0
2011-09-25 01:21:05,1316884865.0,xom,56.64139599999999,35.88,99.845856,31.03,336990000000.0,343440000000.0,9.14,7.8,1.24,0.86,2.16,0.88,5.22,9.66,12.74,10.13,25.32,392720000000.0,78.67,36.3,149470000000.0,65780000000.0,37930000000.0,7.59,41.3,10040000000.0,2.07,16489999999.999998,10.19,0.97,31.99,55880000000.0,18520000000.0,0.45,72.38,79.88,26194800.0,4860000000.0,4850000000.0,0.09,49.3,45960000.0,1.4,0.9,38120000.0
2008-12-18 11:56:40,1229572600.0,xom,58.845509,-9.37,73.590073,27.31,412320000000.0,384150000000.0,8.77,12.89,4.15,0.89,3.29,0.83,4.313,10.57,16.53,19.46,40.23,464010000000.0,88.396,34.7,171700000000.0,89080000000.0,49060000000.0,9.24,57.6,38430000000.0,7.556,10260000000.0,0.082,1.42,24.629999,60580000000.0,48300000000.0,0.5,76.23,78.87,53581400.0,5090000000.0,5060000000.0,0.07,50.6,40180000.0,0.6,0.8,38520000.0
2008-12-15 01:12:02,1229274722.0,xom,61.099957,-11.48,72.320839,30.19,409220000000.0,381050000000.0,8.7,12.65,4.01,0.88,3.25,0.82,4.278,10.57,16.53,19.46,40.23,464010000000.0,88.396,34.7,171700000000.0,89080000000.0,49060000000.0,9.24,57.6,38430000000.0,7.556,10260000000.0,0.082,1.42,24.629999,60580000000.0,48300000000.0,0.5,75.16,79.12,52940500.0,5090000000.0,5060000000.0,0.07,50.6,40180000.0,0.6,0.8,38520000.0
2011-01-15 18:15:24,1295086524.0,xom,62.509106,11.63,112.07489,1.73,392510000000.0,387200000000.0,13.78,11.76,1.08,1.17,2.67,1.17,7.51,8.27,11.49,8.95,21.61,329810000000.0,68.48,16.1,124750000000.0,51580000000.0,27260000000.0,5.65,55.4,12260000000.0,2.43,18290000000.0,12.61,1.01,28.76,43860000000.0,13790000000.0,0.42,73.03,65.28,20595100.0,5040000000.0,5030000000.0,0.08,48.9,36930000.0,1.8,0.8,34190000.0
2006-02-07 00:53:33,1139244813.0,xom,43.784843,26.46,98.146248,17.86,385600000000.0,361210000000.0,10.84,11.29,1.79,1.12,3.54,1.06,5.194,10.62,17.47,N/A,N/A,340260000000.0,54.245,23.1,134490000000.00002,69540000000.0,36130000000.0,5.72,27.2,29240000000.0,4.699,8460000000.000001,N/A,N/A,17.34,N/A,N/A,N/A,59.63,59.51,18275400.0,6220000000.0,6210000000.0,0.14,53.1,31330000.0,1.9,0.5,32880000.000000004
2010-10-09 02:49:59,1286563799.0,xom,51.376606,17.01,100.486298,1.26,327810000000.0,332730000000.0,12.43,10.19,0.94,1.02,2.32,1.05,6.96,7.75,11.02,8.49,19.97,317900000000.0,67.01,25.0,124750000000.0,47780000000.0,24640000000.0,5.18,91.4,13270000000.0,2.61,20430000000.0,14.58,1.08,27.53,39610000000.0,11110000000.0,0.38,61.06,62.44,22469600.0,5090000000.0,5080000000.0,0.08,48.9,33560000.0,1.6,0.7,31900000.0
2006-04-23 12:54:42,1145768082.0,xom,47.25246,24.09,102.989037,14.98,396910000000.0,376230000000.0,11.37,11.27,1.57,1.17,3.53,1.13,5.301,10.87,15.99,18.81,33.93,332360000000.0,53.041,20.5,157680000000.0,70980000000.0,36130000000.0,5.715,27.2,28670000000.0,4.695,7990000000.0,0.072,1.584,18.129,48140000000.0,34570000000.0,0.79,61.3364,59.5463,18778200.0,6110000000.0,6100000000.0,0.15,53.1,33810000.0,1.9,0.6,35030000.0
2011-06-24 23:04:37,1308927877.0,xom,62.33436999999999,9.63,110.941406,7.48,378220000000.0,389450000000.0,10.93,8.47,1.41,1.06,2.55,1.07,6.29,9.56,12.82,10.38,25.97,363960000000.0,73.6,26.4,149470000000.0,61910000000.0,34810000000.0,7.02,69.0,12830000000.0,2.61,15880000000.0,10.08,0.98,30.75,52220000000.0,19450000000.0,0.42,81.11,80.83,17763200.0,4930000000.0,4920000000.0,0.09,49.3,29910000.0,1.6,0.6,26460000.0
