Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,VNO,0,0,0,0,14480000000.0,24590000000.0,148.73,47.59,3.41,6.89,4.01,11.69,25.34,7.86,27.29,1.9,2.65,2100000000.0,11.07,-1.1,1200000000.0,970290000.0,138280000.0,0.48,-6.1,1130000000.0,5.94,9830000000.0,167.17,4.75,17.82,785190000.0,678610000.0,1.17,74.49,71.46,190240000.0,190240000.0,176630000.0,9.52,86.35,3280000.0,3.78,2.5,3270000.0
0,0,THC,0,0,0,0,2850000000.0,19460000000.0,,13.63,3.37,0.15,,1.04,7.75,-2.51,8.99,4.52,-3.8,18770000000.0,185.24,-6.2,6820000000.0,2510000000.0,-474000000.0,-4.65,,403000000.0,3.94,14870000000.0,741.5,1.08,-1.5,1260000000.0,811500000.0,0.82,29.85,31.62,1360000.0,102400000.0,82520000.0,2.31,106.15,13500000.0,10.83,20.06,12510000.0
0,0,QEP,0,0,0,0,2720000000.0,5350000000.0,,47.77,9.85,1.53,0.81,3.01,5.58,-13.63,-18.08,-2.75,-6.93,1780000000.0,7.42,38.8,896900000.0,959400000.0,-242600000.0,-1.01,,,,2650000000.0,78.82,0.34,14.19,679300000.0,-921720000.0,1.96,10.59,11.31,4150000.0000000005,236980000.0,230870000.0,0.91,101.88,17520000.0,4.86,7.44,18480000.0
0,0,PCL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,BEAM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,AA,0,0,0,0,6820000000.0,10770000000.0,48.48,9.08,2.69,0.53,1.36,0.84,3.99,1.11,15.06,7.21,8.06,12810000000.0,69.23,25.2,2590000000.0,2700000000.0,142000000.0,0.755,0.0,1090000000.0,5.84,1930000000.0,27.14,1.42,26.94,464000000.0,1370000000.0,,42.223,46.544,4320000.0,186470000.0,186250000.0,6.85,0.02,7480000.0,2.21,4.02,9140000.0
0,0,NBL,0,0,0,0,15610000000.0,22350000000.0,17.76,23.91,0.5,3.5,1.54,5.01,9.45,19.91,2.44,0.31,9.06,4460000000.0,9.2,15.7,2920000000.0,2360000000.0,889000000.0,1.83,,621000000.0,1.28,6600000000.0,58.52,0.75,21.18,2150000000.0,-437000000.0,1.01,30.32,32.87,4210000.0,480070000.0,478450000.0,1.37,90.66,20730000.0,4.88,5.46,15910000.0
0,0,DGX,0,0,0,0,14300000000.0,17940000000.0,18.02,14.89,1.55,1.83,2.73,2.29,11.42,10.36,16.32,7.64,17.02,7830000000.0,57.37,3.0,3040000000.0,1570000000.0,808000000.0,5.81,13.5,132000000.0,0.97,3830000000.0,71.81,1.12,38.4,1190000000.0,718500000.0,1.05,108.15,106.61,1020000.0,136670000.0,129280000.0,0.32,89.11,2390000.0,3.12,2.24,4080000.0
0,0,EMR,0,0,0,0,46730000000.0,51680000000.0,22.72,19.99,1.33,2.76,5.55,3.05,14.5,12.33,17.17,9.13,25.53,16950000000.0,26.71,10.3,6480000000.0,3560000000.0,2080000000.0,3.27,72.4,3410000000.0,5.43,5990000000.0,70.78,1.23,13.39,2720000000.0,2450000000.0,1.15,77.01,72.19,2600000.0,628470000.0,624490000.0,0.65,72.04,5720000.0,2.45,0.9,5920000.0
0,0,WMT,0,0,0,0,282450000000.0,314230000000.0,55.17,20.3,4.36,0.55,3.98,0.62,9.63,1.02,4.3,6.73,7.61,510160000000.0,172.44,3.8,126950000000.0,32640000000.0,5200000000.0,1.75,,15840000000.0,5.41,54160000000.0,73.38,0.93,24.25,28070000000.0,17330000000.0,0.26,95.32,88.78,7220000.0,2930000000.0,1430000000.0,51.8,29.93,20730000.0,2.14,1.46,28480000.0
0,0,HCBK,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SJM,0,0,0,0,11910000000.0,18400000000.0,8.86,12.25,1.17,1.59,1.5,2.45,11.06,17.91,16.57,4.69,18.1,7510000000.0,66.08,8.8,2840000000.0,1660000000.0,1340000000.0,11.82,4.9,192000000.0,1.69,6710000000.0,84.67,1.17,69.69,1160000000.0,679640000.0,0.33,106.34,110.7,1140000.0,113740000.0,109120000.0,4.52,85.84,8230000.0,6.14,8.48,10000000.0
0,0,HP,0,0,0,0,7680000000.0,7980000000.0,17.01,61.29,4.36,3.31,1.73,3.43,14.56,19.7,0.13,0.03,10.79,2320000000.0,21.36,30.1,555420000.0,548040000.0,464420000.0,4.14,,350700000.0,3.22,493700000.0,11.11,2.97,40.78,475380000.0,53010000.0,1.5,66.99,66.24,1220000.0,108940000.0,105870000.0,2.81,100.74,8730000.0,8.16,10.47,9180000.0
0,0,STJ,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DF,0,0,0,0,681200000.0,1510000000.0,51.06,13.08,4.58,0.09,1.12,0.19,5.3,0.17,1.54,3.1,-0.45,7800000000.0,85.64,1.3,1820000000.0,284640000.0,-2750000.0,0.15,,25430000.0,0.28,856960000.0,138.79,1.47,6.63,186380000.0,109970000.0,-0.22,7.45,8.99,1510000.0,91370000.0,89800000.0,11.2,89.82,15760000.0,10.05,22.56,15270000.0
0,0,KO,0,0,0,0,197080000000.0,224480000000.0,83.05,20.78,3.11,5.95,10.76,6.77,20.43,7.18,29.58,6.78,10.61,33140000000.0,7.78,-8.0,22150000000.0,10990000000.0,2160000000.0,0.56,68.9,19350000000.0,4.55,46850000000.0,232.22,1.15,4.31,6450000000.0,2290000000.0,0.53,45.87,44.48,10050000.0,4250000000.0,3820000000.0,0.75,67.65,23320000.0,2.25,0.55,29320000.0
0,0,CMA,0,0,0,0,15610000000.0,15710000000.0,17.04,11.44,0.46,4.79,1.93,4.82,,29.01,46.9,1.32,11.77,3260000000.0,18.94,14.2,3090000000.0,,939000000.0,5.35,60.6,5860000000.0,34.17,5790000000.0,,,47.27,1070000000.0000001,,1.56,94.95,95.39,1580000.0,171400000.0,170190000.0,0.77,84.19,5920000.0,3.82,3.86,7710000.0
0,0,GOOG,0,0,0,0,777270000000.0,706870000000.0,48.07,23.18,1.66,6.27,4.78,5.7,18.5,13.16,24.48,9.71,10.51,123900000000.0,178.41,25.6,65269999999.99999,38210000000.0,16309999999.999998,23.16,-9.3,102250000000.0,146.99,3980000000.0,2.46,4.15,232.78,41910000000.0,21700000000.0,1.44,1187.62,1137.25,1470000.0,349880000.0,603560000.0,5.75,69.7,2089999.9999999998,1.56,,2740000.0
0,0,MAC,0,0,0,0,7890000000.0,12820000000.0,329.94,59.92,522.24,7.58,2.4,12.3,20.06,2.35,29.36,2.04,0.86,1040000000.0,7.39,-3.9,662130000.0,638790000.0,23560000.0,0.16,-70.7,92450000.0,0.65,5360000000.0,161.6,1.2,21.75,361010000.0,306710000.0,0.96,56.22,56.93,141050000.0,141050000.0,116990000.0,0.78,106.6,9720000.0,11.24,10.27,8960000.0
0,0,WEC,0,0,0,0,22000000000.0,32420000000.0,17.43,19.86,4.56,2.87,2.26,4.23,12.94,16.54,21.95,3.37,13.4,7670000000.0,24.31,2.5,2780000000.0,2510000000.0,1270000000.0,4.0,16.0,29800000.0,0.09,10870000000.0,111.44,0.59,30.82,2330000000.0,-399510000.0,-0.07,67.7,64.49,1780000.0,315530000.0,314820000.0,0.19,75.21,11430000.0,7.19,4.06,10650000.0
0,0,RTN,0,0,0,0,56890000000.0,61450000000.0,24.06,17.18,0.83,2.19,5.36,2.37,15.83,9.24,13.07,6.96,21.26,25960000000.0,89.82,5.5,6270000000.0,3880000000.0,2400000000.0,8.29,44.7,3090000000.0,10.85,5050000000.0,45.44,1.61,37.19,3440000000.0,2520000000.0,0.5,202.66,205.06,1480000.0,285260000.0,284730000.0,0.16,75.29,3790000.0,3.03,1.32,4670000.0
0,0,GCI,0,0,0,0,1090000000.0,1280000000.0,44.13,9.16,,0.36,0.96,0.42,4.31,0.83,6.01,4.35,2.56,3050000000.0,27.09,-5.6,1190000000.0,297650000.0,25380000.0,0.218,,209680000.0,1.86,336780000.0,29.69,1.22,10.04,187340000.0,230190000.0,1.49,10.172,10.277,1010000.0,113000000.0,104800000.0,0.6,112.1,18550000.0,19.52,24.02,19040000.0
0,0,CERN,0,0,0,0,21130000000.0,20520000000.0,25.66,23.01,2.21,4.1,4.33,3.98,15.89,16.38,16.91,8.64,18.27,5150000000.0,15.52,5.9,4290000000.0,1290000000.0,843440000.0,2.5,-5.7,885560000.0,2.69,440920000.0,9.04,2.85,14.83,1420000000.0,477110000.0,0.96,64.57,61.42,1590000.0,329000000.0,315480000.0,4.33,78.3,8289999.999999999,5.37,2.61,6860000.0
0,0,DTV,0,0,0,0,9610000000.0,,8.8,,,0.73,0.98,,,8.34,12.12,3.01,10.66,13120000000.0,73.22,16.0,,2470000000.0,1090000000.0,6.09,-9.8,164000000.0,0.9,12930000000.0,124.73,1.16,54.48,2170000000.0,-632880000.0,0.15,52.78,52.0,179390000.0,179390000.0,180290000.0,95.69,0.0,,,,
0,0,APOL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DISCA,0,0,0,0,22600000000.0,41050000000.0,,9.61,2.12,2.61,2.63,4.74,13.94,-8.28,25.2,5.5,-8.44,8670000000.0,15.96,63.0,4250000000.0,2940000000.0,-633000000.0,-1.26,-42.2,429000000.0,0.67,18330000000.0,182.63,1.45,12.42,1900000000.0,3700000000.0,1.15,30.52,26.21,3710000.0,156250000.0,449110000.0,1.83,127.59,29810000.0,7.74,110.59,29730000.0
0,0,LH,0,0,0,0,17590000000.0,23490000000.0,13.68,14.44,1.36,1.6,2.5,2.14,11.3,11.91,14.62,6.39,20.26,10980000000.0,107.53,13.4,3460000000.0,2080000000.0,1310000000.0,12.626,26.5,221400000.0,2.17,6460000000.0,91.57,1.42,69.0,1440000000.0,1020000000.0,1.25,171.98,175.734,101900000.0,101900000.0,101430000.0,0.57,95.63,2440000.0,3.64,2.69,2230000.0
0,0,CVX,0,0,0,0,238040000000.0,272160000000.00003,19.55,12.98,0.28,1.66,1.56,1.9,10.35,8.47,6.04,2.11,8.1,142990000000.0,75.58,30.2,39470000000.0,26280000000.0,12110000000.0,6.353,135.1,7690000000.0,4.01,38520000000.0,25.11,1.08,79.43,23670000000.0,9330000000.0,1.04,120.115,122.611,5320000.0,1920000000.0,1920000000.0,0.07,66.89,16660000.0,3.19,0.87,17190000.0
0,0,DOV,0,0,0,0,12460000000.0,15920000000.0,17.7,15.09,1.22,1.57,4.39,2.0,11.27,9.4,12.84,6.79,22.85,7950000000.0,51.45,3.5,2910000000.0,1410000000.0,789970000.0,4.76,-14.7,242810000.0,1.64,3260000000.0,114.75,1.35,19.23,777240000.0,922490000.0,1.39,87.07,79.9,1580000.0,147700000.0,145590000.0,2.57,95.54,5320000.0,3.55,3.98,6810000.0
0,0,RHI,0,0,0,0,7970000000.0,7970000000.0,24.11,17.33,1.06,1.44,7.24,1.44,13.07,6.11,9.83,18.01,30.47,5520000000.0,45.12,11.4,2160000000.0,609350000.0,337230000.0,2.74,36.1,308660000.0,2.54,0.07,0.07,1.86,9.15,458900000.0,355540000.0,1.51,72.86,67.98,1230000.0,120340000.0,117880000.0,2.88,92.66,7290000.0,6.09,6.83,6180000.0
0,0,CA,0,0,0,0,18060000000.0,18020000000.0,38.98,15.05,2.86,4.35,2.27,4.34,14.37,11.19,27.65,5.5,6.76,4150000000.0000005,10.03,-8.5,3630000000.0,1250000000.0,458000000.0,1.11,-6.7,3330000000.0,7.96,2920000000.0,37.13,2.21,19.02,1160000000.0,-526380000.0,0.73,43.95,39.23,5620000.0,418170000.0,313400000.0,25.01,71.66,23530000.0,6.65,7.51,18050000.0
0,0,ETR,0,0,0,0,15160000000.0,32549999999.999996,51.21,13.79,-3.42,1.35,1.88,2.89,9.6,2.64,15.19,2.28,3.54,11260000000.0,62.43,1.9,4059999999.9999995,3390000000.0,297260000.0,1.64,-40.1,812790000.0,4.49,17880000000.0,217.53,0.57,44.36,2880000000.0,-729000000.0,0.34,83.15,80.9,1440000.0,180860000.0,180330000.0,0.25,94.51,10260000.0,7.63,6.42,12070000.0
0,0,HOV,0,0,0,0,238230000.0,1800000000.0,,158.0,0.38,0.11,,0.86,47.93,-1.42,1.63,1.23,,2100000000.0,14.15,-22.9,294580000.0,37600000.0,-29820000.0,-0.202,,216710000.0,1.46,1650000000.0,,7.13,-4.29,54530000.0,-23690000.0,1.09,1.6,1.75,132840000.0,132840000.0,119720000.0,9.65,42.08,10700000.0,13.12,,11330000.0
0,0,VLO,0,0,0,0,47770000000.0,55700000000.0,10.77,10.62,0.38,0.47,2.2,0.55,8.77,4.46,4.27,5.61,21.67,101560000000.0,234.0,41.6,6480000000.0,6350000000.0,4520000000.0,10.38,54.2,4450000000.0,10.41,9060000000.0,39.72,1.67,50.81,4890000000.0,2430000000.0,0.91,116.36,112.46,2760000.0,427400000.0,425910000.0,0.21,82.67,7620000.0,2.93,1.77,8740000.0
0,0,D,0,0,0,0,48200000000.0,87330000000.0,16.33,17.35,2.8,3.72,2.67,6.75,14.05,22.63,30.88,3.29,16.29,12940000000.0,19.96,9.8,6700000000.0,6220000000.0,2930000000.0,4.52,15.1,190000000.0,0.29,37810000000.0,188.71,0.52,27.62,4610000000.0,-1030000000.0,0.25,71.18,68.13,3020000.0,653770000.0,651750000.0,0.34,71.52,18640000.0,7.4,2.87,19280000.0
0,0,QCOM,0,0,0,0,100170000000.0,91190000000.0,,15.86,1.78,4.39,4.34,3.99,13.19,-18.4,23.43,5.29,-15.46,22830000000.0,15.45,4.2,12940000000.0,6910000000.0,-4200000000.0,-2.85,40.8,35910000000.0,24.44,22480000000.0,97.46,2.73,15.7,6450000000.0,4620000000.0,1.58,71.25,61.18,12400000.0,1470000000.0,1470000000.0,0.16,79.52,136840000.0,9.63,9.26,15900000.0
0,0,LTD,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,FSLR,0,0,0,0,4970000000.0,2250000000.0,,15.65,9.95,2.16,0.97,0.98,8.99,-8.35,6.14,1.29,-3.7,2300000000.0,22.03,-50.4,548950000.0,250550000.0,-192250000.0,-1.84,,3130000000.0,29.91,464390000.0,9.09,4.89,48.77,1100000000.0,232770000.0,0.88,49.78,58.53,1290000.0,104800000.0,75110000.0,32.04,56.92,5140000.0,4.82,6.29,4250000.0
0,0,SAI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,HAL,0,0,0,0,36190000000.0,45370000000.0,377.39,16.59,0.47,1.56,4.1,1.95,10.37,0.42,12.06,6.86,1.24,23270000000.0,26.63,24.0,2270000000.0,4380000000.0,117000000.0,0.11,1725.0,2470000000.0,2.81,10870000000.0,122.93,2.24,10.04,3640000000.0,1420000000.0,1.09,40.06,45.46,8880000.0,879900000.0,877340000.0,0.3,81.91,16960000.0,2.11,1.94,16670000.000000002
0,0,BDX,0,0,0,0,65989999999.99999,87840000000.0,101.12,19.51,1.57,4.47,3.09,5.96,20.58,5.24,17.43,3.53,4.55,14750000000.0,59.4,41.0,5940000000.0,4269999999.9999995,621000000.0,2.44,,1400000000.0,5.23,22250000000.0,104.18,1.23,79.81,2680000000.0,1930000000.0,1.05,258.02,240.3,267560000.0,267560000.0,266730000.00000003,0.26,89.72,3450000.0,4.38,1.74,4550000.0
0,0,AZO,0,0,0,0,20250000000.0,24640000000.0,16.13,12.83,1.21,1.8,,2.2,10.62,11.92,17.86,13.46,,11220000000.0,416.06,1.3,5970000000.0,2320000000.0,1340000000.0,48.77,-7.7,217820000.0,8.46,5010000000.0,,0.92,-59.06,,,1.16,767.0657,692.9833,25740000.0,25740000.0,25580000.0,0.71,94.68,2.19,2.19,2.27,
0,0,PFG,0,0,0,0,17050000000.0,17490000000.0,6.99,9.9,1.33,1.22,1.46,1.25,6.23,17.92,18.64,0.66,21.73,13980000000.0,48.46,1.8,6150000000.0,2810000000.0,2510000000.0,8.56,47.5,3140000000.0,11.02,3330000000.0,28.14,2.22,40.9,4000000000.0,3280000000.0,1.2,57.28,57.15,1330000.0,284750000.0,283560000.0,0.23,73.97,3140000.0,2.81,1.24,2820000.0
0,0,TIBX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,AVY,0,0,0,0,8930000000.0,10760000000.0,33.99,15.33,1.3,1.27,8.75,1.53,11.56,3.82,11.12,9.55,25.77,7050000000.0,80.02,14.0,1810000000.0,931100000.0,269500000.0,3.0,-20.9,238100000.0,2.72,1670000000.0,163.81,1.1,11.66,684000000.0,539800000.0,1.55,107.57,106.63,87420000.0,87420000.0,86910000.0,0.51,89.16,1260000.0,2.71,1.63,1210000.0
0,0,EOG,0,0,0,0,74430000000.0,81330000000.0,19.28,17.63,0.21,5.21,4.26,5.69,12.96,27.04,18.67,5.44,24.66,14300000000.0,24.84,69.6,5940000000.0,6270000000.0,3870000000.0,6.67,2922.3,1010000000.0,1.74,6430000000.0,36.87,0.99,30.13,5780000000.0,-591900000.0,1.33,121.3,119.06,2580000.0,579200000.0,576610000.0,0.47,88.58,9120000.0,3.74,1.58,7790000.0
0,0,TSO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SWY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,EL,0,0,0,0,48360000000.0,51640000000.0,44.74,24.9,2.64,3.53,10.34,3.77,18.51,8.1,16.5,11.69,24.52,13680000000.0,37.18,13.9,10860000000.0,2790000000.0,1110000000.0,2.95,-18.8,2720000000.0,7.39,3540000000.0,75.24,1.86,12.77,2570000000.0,1740000000.0,-0.03,140.05,143.47,2069999.9999999998,223490000.0,221780000.0,1.07,95.51,9780000.0,3.82,4.41,11120000.0
0,0,SPG,0,0,0,0,62050000000.0,76500000000.0,24.02,23.78,2.78,11.04,16.19,13.61,18.33,40.14,51.12,5.81,60.79,5620000000.0,18.1,2.0,4550000000.0,4170000000.0,2250000000.0,7.26,43.1,714250000.0,2.31,23510000000.0,576.58,0.36,10.76,3620000000.0,2069999999.9999998,0.86,179.48,167.81,1370000.0,309210000.0,307070000.0,0.52,99.08,11090000.0,8.09,4.23,12310000.0
0,0,APA,0,0,0,0,17870000000.0,27070000000.0,20.87,23.36,0.21,2.74,2.34,4.15,6.75,13.18,21.16,3.87,12.72,6520000000.0,17.06,37.2,4360000000.0,4010000000.0,859000000.0,2.24,-65.9,972000000.0,2.54,8340000000.0,92.68,1.36,19.98,2950000000.0,-47380000.0,1.71,45.53,43.33,2820000.0,382490000.0,381520000.0,0.23,99.92,30250000.0,13.34,7.93,30170000.0
0,0,ANF,0,0,0,0,1290000000.0,1060000000.0,35.71,19.99,1.29,0.36,1.14,0.29,3.14,1.05,4.0,4.04,3.62,3630000000.0,53.02,8.1,2080000000.0,337180000.0,37970000.0,0.54,,581170000.0,8.71,297090000.0,25.89,2.25,16.98,384280000.0,237230000.0,0.39,22.04,24.92,2350000.0,66750000.0,66239999.99999999,0.81,109.81,15390000.0,4.59,30.38,12010000.0
0,0,DAL,0,0,0,0,35030000000.0,45210000000.0,10.58,7.91,0.56,0.81,2.75,1.05,5.87,7.89,12.81,6.42,25.84,43140000000.0,61.15,9.6,12130000000.0,7700000000.0,3400000000.0,4.8,-13.6,2410000000.0,3.47,10990000000.0,85.52,0.4,18.5,7760000000.0,1030000000.0,1.28,56.95,54.17,5570000.0,688730000.0,628840000.0,48.6,0.0,21620000.0,4.47,3.09,18280000.0
0,0,SNA,0,0,0,0,9750000000.0,11100000000.0,16.52,13.52,1.53,2.38,3.15,2.71,10.75,14.77,23.27,11.51,20.71,4090000000.0,72.13,3.8,2040000000.0,1030000000.0,604600000.0,10.46,16.6,112300000.0,1.99,1070000000.0000001,34.48,2.33,54.84,707800000.0,330120000.0,1.1,182.24,163.24,56400000.0,56400000.0,55750000.0,1.17,101.59,6890000.0,15.22,13.67,7050000.0
0,0,FAST,0,0,0,0,15060000000.0,16500000000.0,22.15,18.67,1.13,3.22,6.76,3.53,15.46,14.57,20.0,19.64,32.29,4670000000.0,16.26,13.1,2160000000.0,1070000000.0000001,681000000.0,2.37,41.8,135500000.0,0.47,425000000.0,19.09,5.62,7.76,603500000.0,389200000.0,1.04,58.35,54.47,2760000.0,286950000.0,286140000.0,0.27,88.46,21920000.0,10.43,8.61,21800000.0
0,0,NE,0,0,0,0,1700000000.0,5600000000.0,,-3.99,-0.69,1.6,0.39,5.29,14.14,-84.33,-13.06,-0.85,-20.91,1060000000.0,4.3,-8.8,580840000.0,395960000.0,-891860000.0,-3.63,,411490000.0,1.67,3840000000.0,80.51,2.07,17.68,253550000.0,157960000.0,3.18,6.407,5.611,4850000.0,246780000.0,226620000.0,1.37,92.29,43720000.0,9.89,20.89,44530000.0
0,0,CHK,0,0,0,0,4210000000.0,15490000000.0,,5.93,0.52,0.46,,1.7,7.8,6.49,9.39,4.41,,9100000000.0,10.04,-1.4,2820000000.0,1980000000.0,494000000.0,,,3000000.0,0.0,9670000000.0,,0.43,-2.13,1890000000.0,-846750000.0,2.59,4.41,4.2,27150000.0,898510000.0,883790000.0,1.12,59.09,127350000.0,5.59,15.74,140280000.0
0,0,LNC,0,0,0,0,15040000000.0,18090000000.0,7.81,7.47,0.75,1.02,0.99,1.22,7.86,13.4,15.52,0.5,12.74,14810000000.0,67.64,12.4,4870000000.0,2300000000.0,1980000000.0,8.89,-6.3,3220000000.0,14.88,6170000000.0,40.65,7.59,69.85,1220000000.0,-11800000000.0,2.17,67.3,67.49,1400000.0,216680000.0,215570000.0,0.46,84.82,2970000.0,2.56,1.53,3150000.0
0,0,DFS,0,0,0,0,26230000000.0,37840000000.0,12.19,8.87,0.7,3.51,2.55,5.07,,31.11,48.51,2.36,20.99,7470000000.0,20.83,4.6,7000000000.0,,2260000000.0,6.28,22.5,15300000000.0,44.65,26250000000.0,241.09,1.44,30.03,6000000000.0,,1.59,78.02,74.36,1900000.0,342660000.0,339980000.0,16.22,0.0,4010000.0,2.26,1.14,4590000.0
0,0,ZNGA,0,0,0,0,3660000000.0,3070000000.0,103.66,22.37,0.92,4.14,2.28,3.47,39.06,4.04,5.39,1.55,2.25,883150000.0,1.02,3.7,602420000.0,78480000.0,35720000.0,0.04,,392180000.0,0.46,,,2.01,1.86,98860000.0,110230000.0,0.67,4.01,3.97,10690000.0,860180000.0,723850000.0,8.36,77.58,43890000.0,4.26,5.64,34770000.0
0,0,AEO,0,0,0,0,3840000000.0,3490000000.0,15.1,13.27,1.03,0.96,3.04,0.88,6.53,6.49,9.23,12.97,21.63,3980000000.0,22.42,14.2,1680000000.0,534539999.99999994,257950000.0,1.43,184.1,363320000.0,2.05,,,1.96,7.11,493600000.0,255400000.0,0.55,24.84,23.57,4310000.0,177370000.0,163550000.0,5.65,91.88,17310000.0,3.69,12.21,16480000.0
0,0,XRAY,0,0,0,0,8070000000.0,9660000000.0,,15.58,-11.54,1.97,1.57,2.36,11.74,-39.05,11.99,3.12,-25.77,4099999999.9999995,18.0,5.0,,822900000.0,-1600000000.0,-7.03,,239300000.0,1.08,1800000000.0,35.12,1.69,23.08,565200000.0,498390000.0,1.17,38.21,44.11,2980000.0,222340000.0,220740000.0,0.69,99.75,9460000.0,3.23,4.67,9490000.0
0,0,GT,0,0,0,0,5000000000.0,10820000000.0,19.66,6.01,1.24,0.32,1.08,0.69,5.44,1.69,7.76,4.34,5.73,15660000000.0,64.46,4.2,3700000000.0,1990000000.0,265000000.0,1.07,6.8,975000000.0,4.11,6350000000.0,131.03,1.36,19.56,1260000000.0,492380000.0,1.92,23.51,24.58,3440000.0,237020000.0,236070000.0,0.33,92.67,16399999.999999998,5.19,7.63,15050000.0
0,0,TSN,0,0,0,0,22750000000.0,32520000000.000004,7.97,10.27,1.41,0.57,1.83,0.81,7.89,7.17,8.09,7.17,25.56,40200000000.0,109.83,2.0,5200000000.0,4120000000.0,2880000000.0,7.8,21.0,174000000.0,0.48,10160000000.0,81.69,1.48,33.96,3070000000.0,1720000000.0,-0.16,61.99,66.0,2730000.0,295920000.0,292390000.0,2.07,90.0,6690000.0,2.65,2.57,5810000.0
0,0,CRM,0,0,0,0,106110000000.0,118310000000.0,146.23,51.37,1.93,9.0,7.84,10.03,107.3,6.14,4.05,1.38,6.58,11790000000.0,16.18,27.3,7710000000.0,1100000000.0,723480000.0,0.959,550.0,3430000000.0,4.53,4400000000.0,32.51,0.8,17.88,3100000000.0,2600000000.0,1.23,153.8957,138.1095,5000000.0,756700000.0,720290000.0,5.0,87.75,11880000.0,2.23,1.95,11000000.0
0,0,ADI,0,0,0,0,31670000000.0,38170000000.0,22.69,14.47,1.33,5.15,2.92,6.21,13.75,22.95,32.35,5.96,13.57,6150000000.0,16.62,9.7,3420000000.0,2780000000.0,1400000000.0,3.76,501.4,772570000.0,2.08,6560000000.0,60.38,1.58,29.21,2340000000.0,1930000000.0,1.22,94.16,94.83,2660000.0,371670000.0,370250000.0,0.39,90.35,8000000.0,2.5,2.15,7860000.0
0,0,VZ,0,0,0,0,228450000000.0,342510000000.0,7.34,11.69,1.97,1.76,4.39,2.64,7.31,23.88,22.74,7.14,78.25,129650000000.0,31.6,5.4,74650000000.0,46880000000.0,30950000000.0,7.536,-5.5,1750000000.0,0.42,115700000000.0,215.96,0.95,12.59,32430000000.0,9090000000.0,0.72,54.288,50.763,13290000.0,4130000000.0,4130000000.0,0.03,66.33,41940000.0,3.3,1.02,36540000.0
0,0,IPG,0,0,0,0,8610000000.0,10700000000.0,15.15,12.12,1.44,1.06,4.18,1.32,9.18,7.14,12.37,5.21,26.49,8090000000.0,21.01,6.2,2810000000.0,1170000000.0,578300000.0,1.48,35.4,493200000.0,1.28,2040000000.0,90.39,0.94,5.37,477200000.0,269980000.0,0.94,22.93,23.07,3890000.0,383780000.0,381180000.0,0.66,104.35,25220000.0,8.0,8.31,24150000.0
0,0,P,0,0,0,0,2400000000.0,2720000000.0,,-32.93,-1.66,1.62,26.07,1.84,-9.98,-22.64,-21.26,-17.87,-68.05,1480000000.0,5.86,2.1,499750000.0,-272450000.0,-375150000.0,-1.49,,420790000.0,1.58,250270000.0,41.96,2.73,0.34,-105760000.0,162580000.0,-0.8,9.01,7.55,9960000.0,269740000.0,263459999.99999997,100.0,,50600000.0,5.92,19.91,52700000.0
0,0,GPS,0,0,0,0,10630000000.0,10260000000.0,12.11,10.23,0.87,0.64,3.18,0.62,5.28,5.43,8.38,11.05,28.48,16480000000.0,42.43,7.5,,1940000000.0,895000000.0,2.28,9.6,1610000000.0,4.18,1250000000.0,37.4,1.96,8.68,1440000000.0,298120000.0,0.17,28.89,30.25,4640000.0,384710000.0,231270000.0,36.53,60.55,21470000.0,3.92,9.22,18530000.0
